Area,Size_class,EstTotalAcres,Protected_Acres,HumanOrLightning,FO_LandOwnType,County,RegUseRestriction,Industrial_Restriction,DistrictCode,Month_ReportDate
SOA,A,0.01,0.01,Human,State,Curry,Reg Use Closure,Lvl 1 Fire Season Only,72,7
EOA,B,10,9.9,Human,State,Deschutes,Reg Use Closure,Does Not Apply - Eastern OR,95,7
NOA,A,0.01,0.01,Human,State,Linn,Outside Closed Fire Season,Outside Closed Fire Season,58,6
NOA,A,0.01,0.01,Human,Other Private,Tillamook,Reg Use Closure,Lvl 1 Fire Season Only,51,10
SOA,C,25,25,Human,Other Private,Lane,Outside Closed Fire Season,Outside Closed Fire Season,78,5
SOA,A,0.01,0.01,Human,State,Curry,Reg Use Closure,Lvl 1 Fire Season Only,72,7
SOA,A,0.04,0.04,Human,County,Coos,Reg Use Closure,Lvl 3 Restricted Shutdown,72,9
SOA,A,0.01,0.01,Human,Municipal,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,B,0.5,0.5,Human,Other Private,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,8
SOA,A,0.01,0.01,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,9
SOA,A,0.01,0.01,Human,Other Private,Josephine,Outside Closed Fire Season,Outside Closed Fire Season,71,4
EOA,A,0,0,Human,Rural Residential,Klamath,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,99,6
EOA,A,0.1,0.1,Lightning,Industrial,Jefferson,Reg Use Closure,Does Not Apply - Eastern OR,95,9
EOA,A,0.01,0.01,Lightning,Other Private,Morrow,Reg Use Closure,Does Not Apply - Eastern OR,95,8
EOA,A,0,0,Human,Rural Residential,Klamath,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,99,6
EOA,A,0.01,0.01,Human,Rural Residential,Klamath,Outside Closed Fire Season,Does Not Apply - Eastern OR,99,6
SOA,B,1.16,1.16,Human,Small Woodlands,Coos,Reg Use Closure,Lvl 1 Fire Season Only,72,8
SOA,B,2,2,Human,Other Private,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,8
SOA,A,0.01,0.01,Human,County,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,8
EOA,A,0.01,0.01,Human,Industrial,Lake,Reg Use Closure,Does Not Apply - Eastern OR,98,8
SOA,A,0.25,0.25,Human,Industrial,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,11
NOA,B,0.38,0.38,Human,Industrial,Washington,Reg Use Closure,Lvl 2 Limited Shutdown,53,9
EOA,A,0.25,0,Human,County,Umatilla,Outside Closed Fire Season,Does Not Apply - Eastern OR,97,3
SOA,A,0.01,0.01,Human,Industrial,Curry,Outside Closed Fire Season,Outside Closed Fire Season,72,10
EOA,A,0.01,0.01,Lightning,Industrial,Hood River,Reg Use Closure,Lvl 3 Restricted Shutdown,95,6
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,7
EOA,A,0.1,0.1,Human,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,7
NOA,A,0.12,0.12,Human,Rural Residential,Clackamas,Permit Closure,Lvl 3 Restricted Shutdown,58,9
SOA,A,0.01,0.01,Human,Small Woodlands,Josephine,Outside Closed Fire Season,Lvl 1 Fire Season Only,71,6
SOA,A,0.01,0.01,Human,Rural Residential,Linn,Outside Closed Fire Season,Outside Closed Fire Season,77,5
EOA,A,,0,Human,Rural Residential,Klamath,,,99,6
SOA,A,0.01,0.01,Human,Industrial,Linn,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,77,7
NOA,A,0.01,0,Human,Other Private,Clatsop,Reg Use Closure,Lvl 1 Fire Season Only,52,7
NOA,A,0.01,0.01,Human,Small Woodlands,Columbia,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,53,8
EOA,A,0.1,0.1,Human,State,Klamath,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,98,7
SOA,A,0.01,0.01,Human,Other Public,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,7
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
EOA,A,0.1,0.1,Lightning,Small Woodlands,Morrow,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,A,0.1,0.1,Human,Rural Residential,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,72,5
SOA,A,0.25,0.25,Lightning,BLM,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
SOA,A,0.01,0.01,Lightning,BLM,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
EOA,A,0.25,0.25,Human,Rural Residential,Deschutes,Outside Closed Fire Season,Does Not Apply - Eastern OR,95,5
EOA,A,0.01,0.01,Human,Rural Residential,Deschutes,Reg Use Closure,Does Not Apply - Eastern OR,95,9
NOA,A,0.01,0.01,Human,Rural Residential,Clatsop,Outside Closed Fire Season,Outside Closed Fire Season,52,6
SOA,A,0.02,0.02,Human,County,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
EOA,A,0,0,Human,Rural Residential,Klamath,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,99,10
NOA,B,2,2,Human,Small Woodlands,Clackamas,Outside Closed Fire Season,Outside Closed Fire Season,58,5
EOA,A,0.01,0.01,Lightning,Small Woodlands,Baker,Outside Closed Fire Season,Does Not Apply - Eastern OR,97,6
EOA,A,0.25,0.25,Lightning,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,9
SOA,A,0.01,0.01,Human,Other Public,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,77,9
EOA,B,0.4,0.4,Lightning,Industrial,Lake,Reg Use Closure,Does Not Apply - Eastern OR,98,7
NOA,A,0.16,0.16,Human,Small Woodlands,Benton,Reg Use Closure,Lvl 3 Restricted Shutdown,55,9
EOA,A,0.1,0.1,Lightning,Small Woodlands,Baker,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,7
SOA,A,0.01,0.01,Human,Other Private,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,6
SOA,A,0.01,0.01,Lightning,Small Woodlands,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,5
NOA,A,0.01,0,Human,Rural Residential,Clatsop,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,52,8
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
SOA,B,2.5,2.5,Human,Small Woodlands,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,7
EOA,A,0.1,0.1,Human,Other Private,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,9
SOA,B,5.68,5.68,Human,Rural Residential,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,8
SOA,A,0.25,0.25,Human,Rural Residential,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,5
EOA,A,0.01,0.01,Lightning,Other Private,Baker,Reg Use Closure,Does Not Apply - Eastern OR,97,7
SOA,B,1,1,Human,Small Woodlands,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,A,0.01,0.01,Human,State,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
EOA,A,0.1,0.1,Lightning,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,7
NOA,A,0.2,0,Human,State,Washington,Outside Closed Fire Season,Outside Closed Fire Season,53,5
SOA,B,0.65,0.65,Human,Industrial,Linn,Reg Use Closure,Lvl 2 Limited Shutdown,77,7
EOA,D,218,218,Lightning,BIA,Umatilla,Reg Use Closure,Does Not Apply - Eastern OR,97,7
SOA,B,0.5,0.5,Human,Other Private,Coos,Outside Closed Fire Season,Outside Closed Fire Season,72,4
SOA,A,0.01,0.01,Human,Industrial,Douglas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,73,6
SOA,A,0.1,0.1,Human,Other Private,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
SOA,A,0.1,0.1,Lightning,Industrial,Lane,Reg Use Closure,Lvl 3 Restricted Shutdown,77,9
SOA,B,0.37,0.37,Human,Small Woodlands,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,A,0.01,0.01,Lightning,BLM,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,B,0.43,0.43,Human,Industrial,Linn,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,77,7
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
SOA,A,0.01,0.01,Human,State,Coos,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,72,7
SOA,A,0.01,0.01,Human,Industrial,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,77,7
EOA,A,0.03,0.03,Human,Industrial,Deschutes,Outside Closed Fire Season,Does Not Apply - Eastern OR,95,11
SOA,B,0.5,0.5,Human,Industrial,Lane,Reg Use Closure,Lvl 3 Restricted Shutdown,77,8
SOA,A,0.25,0.25,Human,Other Private,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,9
NOA,A,0.01,0.01,Human,Rural Residential,Clackamas,Reg Use Closure,Lvl 1 Fire Season Only,58,8
SOA,C,32.2,0,Human,Other Private,Lane,Reg Use Closure,Lvl 3 Restricted Shutdown,77,8
EOA,A,0.01,0.01,Lightning,Industrial,Lake,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,98,8
EOA,A,0.2,0.2,Human,State,Wasco,Outside Closed Fire Season,Outside Closed Fire Season,95,3
EOA,A,0.01,0.01,Human,Rural Residential,Deschutes,Reg Use Closure,Does Not Apply - Eastern OR,95,9
EOA,A,0.1,0.1,Lightning,Small Woodlands,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
NOA,A,0.01,0.01,Human,Rural Residential,Clackamas,Reg Use Closure,Lvl 1 Fire Season Only,58,7
EOA,A,0.1,0.1,Human,State,Wasco,Outside Closed Fire Season,Does Not Apply - Eastern OR,95,5
SOA,A,0.01,0.01,Human,Industrial,Josephine,Outside Closed Fire Season,Outside Closed Fire Season,71,11
EOA,A,0.1,0.1,Human,Industrial,Klamath,Outside Closed Fire Season,Outside Closed Fire Season,98,4
EOA,A,0.2,0.2,Lightning,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,8
SOA,A,0.01,0.01,Human,BLM,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
EOA,C,31.5,14.9,Human,Other Private,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,10
EOA,B,8,8,Human,Industrial,Union,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,D,187,187,Human,Industrial,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
EOA,B,8.13,0,Lightning,Other Private,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,9
SOA,A,0.01,0.01,Human,State,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,72,8
EOA,C,23,23,Human,State,Umatilla,Outside Closed Fire Season,Does Not Apply - Eastern OR,97,11
EOA,A,0,0,Human,Rural Residential,Klamath,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,99,6
SOA,A,0.23,0.23,Human,Industrial,Coos,Reg Use Closure,Lvl 1 Fire Season Only,72,9
SOA,A,0.01,0,Human,Other Private,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,7
SOA,A,0.1,0.1,Lightning,Industrial,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,77,9
EOA,A,0.1,0,Human,Other Private,Hood River,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,95,6
EOA,A,0.25,0.25,Lightning,Small Woodlands,Umatilla,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,6
EOA,A,0.1,0.1,Lightning,Other Private,Baker,Reg Use Closure,Does Not Apply - Eastern OR,97,7
SOA,B,0.75,0.75,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 4 Complete Shutdown,71,9
SOA,A,0.01,0.01,Human,Other Private,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,5
EOA,C,21.4,9,Human,Small Woodlands,Wasco,Reg Use Closure,Does Not Apply - Eastern OR,95,8
EOA,A,0.01,0.01,Human,Other Private,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,9
EOA,B,1,1,Lightning,Small Woodlands,Union,Reg Use Closure,Does Not Apply - Eastern OR,97,7
EOA,C,11.7,11.7,Lightning,Small Woodlands,Umatilla,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,7
NOA,A,0.1,0.1,Human,Industrial,Marion,Reg Use Closure,Lvl 1 Fire Season Only,58,7
NOA,A,0.02,0.02,Human,Rural Residential,Columbia,Reg Use Closure,Lvl 1 Fire Season Only,53,9
EOA,A,0.1,0.1,Human,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,8
NOA,A,0.1,0.1,Human,County,Clackamas,Reg Use Closure,Lvl 1 Fire Season Only,58,7
NOA,A,0.01,0.01,Human,Small Woodlands,Clatsop,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,52,7
SOA,A,0.01,0.01,Human,Rural Residential,Coos,Outside Closed Fire Season,Outside Closed Fire Season,72,5
EOA,A,0.1,0.1,Human,Industrial,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,7
EOA,A,0.1,0.1,Human,Other Private,Baker,Reg Use Closure,Does Not Apply - Eastern OR,97,9
SOA,A,0.1,0.1,Human,Industrial,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,11
SOA,A,0.01,0.01,Human,Small Woodlands,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,4
SOA,A,0.01,0.01,Human,State,Coos,Reg Use Closure,Lvl 1 Fire Season Only,72,6
EOA,B,0.5,0.5,Human,Other Private,Klamath,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,98,7
SOA,A,0.01,0.01,Human,Other Private,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
SOA,B,1.3,1.3,Human,Rural Residential,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,7
SOA,A,0.1,0.1,Human,Rural Residential,Coos,Outside Closed Fire Season,Outside Closed Fire Season,72,6
SOA,A,0.1,0.1,Human,Rural Residential,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,5
EOA,D,221.53,52.13,Human,Small Woodlands,Umatilla,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,A,0.1,0.1,Human,BLM,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,9
SOA,A,0.01,0.01,Human,Other Private,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,5
NOA,A,0.25,0.25,Human,Rural Residential,Linn,Reg Use Closure,Lvl 4 Complete Shutdown,58,8
NOA,B,3.13,3.13,Human,Small Woodlands,Yamhill,Reg Use Closure,Lvl 1 Fire Season Only,53,7
EOA,A,0.1,0.1,Human,Industrial,Klamath,Outside Closed Fire Season,Does Not Apply - Eastern OR,98,5
SOA,A,0.1,0.1,Human,Rural Residential,Douglas,Reg Use Closure,Outside Closed Fire Season,73,7
SOA,B,0.56,0.56,Human,Industrial,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,5
SOA,B,0.46,0.46,Human,Small Woodlands,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,4
SOA,A,0.01,0.01,Human,Other Private,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,10
SOA,A,0.1,0.1,Lightning,Industrial,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
EOA,A,0.1,0.1,Human,Other Private,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,9
EOA,A,0.01,0.01,Human,Rural Residential,Klamath,Outside Closed Fire Season,Outside Closed Fire Season,99,11
SOA,A,0.01,0.01,Human,Other Private,Lane,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,78,8
NOA,A,0.01,0.01,Human,Other Private,Yamhill,Reg Use Closure,Lvl 3 Restricted Shutdown,53,9
NOA,B,0.31,0.31,Human,State,Clatsop,Outside Closed Fire Season,Outside Closed Fire Season,52,6
EOA,C,62,39,Human,Agriculture,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,B,0.5,0.5,Human,Other Private,Josephine,Outside Closed Fire Season,Outside Closed Fire Season,71,4
SOA,A,0.1,0.1,Human,Rural Residential,Coos,Reg Use Closure,Lvl 1 Fire Season Only,72,9
SOA,B,2.44,2.44,Human,Industrial,Coos,Reg Use Closure,Lvl 3 Restricted Shutdown,72,9
EOA,A,0.01,0.01,Human,Industrial,Union,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,7
EOA,A,0.12,0.12,Lightning,Small Woodlands,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,A,0.01,0.01,Human,Industrial,Curry,Outside Closed Fire Season,Outside Closed Fire Season,72,5
SOA,B,0.4,0.4,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,10
SOA,A,0.01,0.01,Human,Rural Residential,Coos,Reg Use Closure,Lvl 2 Limited Shutdown,72,7
SOA,A,0.25,0,Human,Small Woodlands,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,7
SOA,A,0.01,0.01,Human,Industrial,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,11
SOA,A,0.01,0.01,Human,Rural Residential,Douglas,Reg Use Closure,Lvl 4 Complete Shutdown,73,7
EOA,A,0.1,0.1,Lightning,Industrial,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,7
EOA,A,0.1,0.1,Lightning,Small Woodlands,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,A,0.01,0.01,Human,BLM,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
SOA,A,0.25,0.25,Human,Agriculture,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
SOA,C,55.5,55.5,Human,Small Woodlands,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,10
SOA,A,0.01,0.01,Human,Industrial,Douglas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,72,7
NOA,A,0.1,0.1,Human,Rural Residential,Polk,Outside Closed Fire Season,Outside Closed Fire Season,55,5
EOA,A,0.1,0.1,Lightning,Other Private,Klamath,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,98,5
EOA,A,0.1,0.1,Lightning,Industrial,Klamath,Outside Closed Fire Season,Does Not Apply - Eastern OR,98,5
SOA,A,0.25,0.25,Human,Municipal,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,9
SOA,A,0.01,0.01,Human,Other Private,Lane,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,78,8
EOA,A,0.25,0.25,Lightning,Small Woodlands,Union,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,A,0.02,0.02,Human,Small Woodlands,Coos,Reg Use Closure,Lvl 1 Fire Season Only,72,8
SOA,B,4.9,4.9,Human,Rural Residential,Lane,Reg Use Closure,Lvl 1 Fire Season Only,78,10
SOA,A,0.01,0.01,Human,Other Private,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,10
NOA,A,0.01,0.01,Human,State,Columbia,Reg Use Closure,Lvl 2 Limited Shutdown,53,8
SOA,A,0.02,0.02,Human,Industrial,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,11
EOA,B,0.9,0.9,Human,Small Woodlands,Jefferson,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,4
SOA,B,1,1,Human,Industrial,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,7
EOA,B,1,0.25,Human,Rural Residential,Deschutes,Outside Closed Fire Season,Does Not Apply - Eastern OR,95,4
EOA,E,763,763,Lightning,Other Private,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,7
SOA,A,0.01,0.01,Human,State,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,7
SOA,A,0.01,0.01,Lightning,BLM,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,8
EOA,C,19.5,4,Lightning,USFS,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,8
EOA,A,0.1,0.1,Lightning,Other Private,Deschutes,Outside Closed Fire Season,Does Not Apply - Eastern OR,95,5
EOA,C,17.6,17.6,Human,Rural Residential,Baker,Reg Use Closure,Does Not Apply - Eastern OR,97,8
EOA,A,0.25,0.25,Lightning,Industrial,Wallowa,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,7
SOA,A,0.01,0.01,Human,Other Private,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
SOA,A,0.24,0.24,Human,County,Josephine,Outside Closed Fire Season,Outside Closed Fire Season,71,4
SOA,E,345,345,Human,Industrial,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,5
SOA,B,0.71,0.71,Human,Rural Residential,Coos,Outside Closed Fire Season,Outside Closed Fire Season,72,10
EOA,A,,0,Human,Rural Residential,Klamath,,,99,10
EOA,A,0.02,0.02,Human,Small Woodlands,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,7
SOA,A,0.01,0.01,Human,Industrial,Curry,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,72,7
SOA,A,0.2,0.2,Lightning,BLM,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
SOA,A,0.1,0.1,Lightning,BLM,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,7
SOA,B,1,1,Human,Small Woodlands,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,5
SOA,A,0.1,0.1,Lightning,Industrial,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
NOA,A,0.01,0.01,Human,Rural Residential,Yamhill,Closed Fire Season Lvl 1,Lvl 2 Limited Shutdown,53,8
SOA,A,0.1,0.1,Lightning,BLM,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,8
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
EOA,A,0.01,0.01,Lightning,Industrial,Union,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,7
NOA,A,0.01,0.01,Human,Rural Residential,Clackamas,Reg Use Closure,Lvl 1 Fire Season Only,58,9
SOA,A,0.25,0.25,Human,Industrial,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,5
SOA,A,0.01,0.01,Human,State,Lane,Reg Use Closure,Lvl 1 Fire Season Only,78,10
NOA,A,0.1,0.1,Human,Rural Residential,Clackamas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,58,8
SOA,A,0.01,0.01,Human,Other Private,Lane,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,78,7
SOA,B,1,1,Human,Small Woodlands,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,6
EOA,A,0.1,0.1,Human,Rural Residential,Klamath,Outside Closed Fire Season,Does Not Apply - Eastern OR,98,4
NOA,A,0.01,0.01,Human,Rural Residential,Clackamas,Reg Use Closure,Lvl 2 Limited Shutdown,58,7
SOA,A,0.1,0.1,Human,Other Public,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,77,8
SOA,A,0.03,0.03,Human,Rural Residential,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,78,8
SOA,B,0.4,0.4,Lightning,BLM,Josephine,Outside Closed Fire Season,Outside Closed Fire Season,71,6
SOA,B,0.5,0.4,Lightning,Industrial,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,77,9
NOA,A,0.1,0.1,Human,Industrial,Marion,Reg Use Closure,Lvl 1 Fire Season Only,58,7
SOA,A,0.01,0.01,Human,Rural Residential,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,78,7
SOA,A,0.01,0.01,Human,State,Coos,Reg Use Closure,Lvl 1 Fire Season Only,72,10
SOA,A,0.01,0.01,Human,County,Linn,Reg Use Closure,Lvl 1 Fire Season Only,77,7
EOA,A,0.01,0.01,Human,Industrial,Klamath,Outside Closed Fire Season,Does Not Apply - Eastern OR,98,5
SOA,B,8.5,8.5,Human,Rural Residential,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,10
NOA,A,0.01,0.01,Human,State,Tillamook,Closed Fire Season Lvl 1,Lvl 2 Limited Shutdown,53,8
NOA,A,0.01,0.01,Human,Rural Residential,Lincoln,Reg Use Closure,Lvl 1 Fire Season Only,55,8
EOA,A,0.01,0.01,Human,Rural Residential,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,99,7
SOA,A,0.01,0.01,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,6
EOA,A,0.1,0.1,Human,Rural Residential,Klamath,Outside Closed Fire Season,Does Not Apply - Eastern OR,99,5
SOA,B,0.6,0.6,Human,Small Woodlands,Josephine,Outside Closed Fire Season,Outside Closed Fire Season,71,3
EOA,A,0,0,Human,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,99,8
EOA,F,2094,2094,Lightning,Industrial,Jefferson,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,6
EOA,B,0.5,0.5,Human,Rural Residential,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,9
SOA,B,1.31,1.31,Human,Other Private,Lane,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,78,10
SOA,A,0.1,0.1,Human,Rural Residential,Josephine,Outside Closed Fire Season,Outside Closed Fire Season,71,5
SOA,C,32,32,Lightning,Small Woodlands,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
EOA,A,0.1,0.1,Human,State,Klamath,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,98,7
EOA,A,0.1,0.1,Lightning,BLM,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,8
SOA,A,0.01,0.01,Human,Rural Residential,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,77,7
SOA,A,0.01,0.01,Lightning,BLM,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
EOA,B,6.58,6.58,Lightning,Industrial,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,8
EOA,A,0.1,0.1,Human,Rural Residential,Klamath,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,98,6
EOA,A,0.25,0.25,Lightning,USFS,Union,Reg Use Closure,Does Not Apply - Eastern OR,97,8
EOA,A,0.01,0.01,Human,Industrial,Deschutes,Reg Use Closure,Does Not Apply - Eastern OR,95,9
EOA,A,0.1,0.1,Lightning,State,Klamath,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,99,8
SOA,A,0.1,0.1,Human,Other Private,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,8
NOA,A,0.02,0.02,Human,Industrial,Clackamas,Outside Closed Fire Season,Outside Closed Fire Season,58,1
SOA,A,0.01,0.01,Lightning,Rural Residential,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
EOA,A,0.25,0.25,Human,State,Umatilla,Outside Closed Fire Season,Does Not Apply - Eastern OR,97,10
EOA,A,0.1,0.1,Lightning,BLM,Jefferson,Reg Use Closure,Does Not Apply - Eastern OR,95,7
NOA,A,0.04,0.04,Human,Industrial,Clatsop,Reg Use Closure,Lvl 2 Limited Shutdown,52,10
SOA,A,0.25,0.25,Human,County,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,78,9
SOA,B,1,1,Human,Municipal,Lane,Outside Closed Fire Season,Outside Closed Fire Season,78,5
